customer_id,signup_date,region,customer_status,customer_segment,lifetime_value
603,2024-02-25,west,active,premium,3195.73
604,2025-11-21,south,churned,standard,2473.73
605,2022-10-15,south,inactive,premium,3116.08
606,2024-01-06,northeast,inactive,standard,1015.89
607,2024-02-26,west,inactive,enterprise,2484.04
608,2025-12-25,west,inactive,standard,459.22
609,2022-03-05,south,inactive,standard,1410.52
610,2025-01-06,midwest,active,premium,2849.97
611,2024-10-11,northeast,churned,standard,1376.05
612,2025-01-17,midwest,churned,standard,3812.02
613,2024-06-22,south,inactive,standard,3693.14
614,2025-08-31,south,inactive,standard,2276.18
615,2023-12-15,northeast,inactive,standard,3889.38
616,2023-05-01,south,churned,enterprise,3461.21
617,2025-12-26,west,active,enterprise,739.21
618,2023-02-28,south,active,enterprise,1786.54
619,2023-07-30,south,inactive,enterprise,1498.54
620,2025-03-18,midwest,churned,enterprise,4085.15
621,2022-10-05,west,active,premium,4341.89
622,2022-09-17,south,active,standard,3571.4
623,2023-05-22,west,inactive,standard,2908.26
624,2023-07-05,west,inactive,premium,423.81
625,2022-07-10,west,churned,enterprise,1427.22
626,2024-01-26,west,inactive,premium,2930.68
627,2022-07-10,west,churned,enterprise,3501.58
628,2022-05-10,west,active,premium,4133.0
629,2024-10-10,midwest,inactive,premium,1721.89
630,2025-03-29,south,churned,premium,3952.1
631,2025-10-29,northeast,active,standard,3149.59
632,2024-07-30,northeast,active,standard,2234.37
633,2022-01-02,west,active,enterprise,4551.57
634,2025-08-24,midwest,active,premium,512.03
635,2024-01-09,midwest,active,premium,3339.32
636,2025-08-21,south,active,premium,3146.74
637,2025-12-03,south,inactive,enterprise,501.44
638,2022-07-14,northeast,active,premium,435.8
639,2025-04-30,south,churned,enterprise,2253.08
640,2022-01-17,midwest,active,premium,3485.45
641,2024-09-05,northeast,active,premium,492.19
642,2022-07-29,northeast,inactive,premium,4410.9
643,2022-10-08,west,active,enterprise,4965.05
644,2022-10-20,northeast,churned,enterprise,91.95
645,2025-08-24,south,inactive,premium,3626.04
646,2025-07-10,south,inactive,enterprise,3448.5
647,2023-03-21,northeast,active,standard,3774.61
648,2025-04-22,west,inactive,premium,1606.79
649,2022-10-14,south,inactive,enterprise,467.03
650,2025-02-07,midwest,churned,standard,4247.07
651,2025-09-10,midwest,active,enterprise,3054.29
652,2023-01-22,west,inactive,enterprise,320.12
653,2023-05-06,west,inactive,standard,1243.35
654,2025-07-30,northeast,churned,standard,4935.07
655,2023-10-11,south,inactive,enterprise,2133.27
656,2025-01-23,south,inactive,standard,132.61
657,2022-05-19,northeast,inactive,standard,247.14
658,2022-05-04,west,churned,premium,3161.42
659,2024-10-23,west,inactive,enterprise,2041.27
660,2025-08-04,south,inactive,standard,1584.04
661,2024-11-13,south,active,enterprise,1667.41
662,2025-04-16,northeast,inactive,enterprise,2215.56
663,2023-05-04,northeast,active,standard,4626.91
664,2022-08-26,west,churned,enterprise,322.39
665,2025-09-26,south,active,standard,3554.11
666,2025-12-07,northeast,active,premium,4767.43
667,2024-12-07,midwest,active,premium,678.31
668,2023-07-05,northeast,active,premium,4045.18
669,2023-07-12,northeast,inactive,enterprise,4876.5
670,2025-07-09,northeast,inactive,premium,2578.37
671,2022-04-24,west,churned,standard,1870.05
672,2023-06-07,northeast,churned,enterprise,3627.75
673,2023-04-13,northeast,active,standard,1260.53
674,2024-08-24,midwest,inactive,standard,935.86
675,2022-03-14,west,active,premium,1278.9
676,2023-10-18,midwest,active,enterprise,1895.4
677,2024-10-25,northeast,active,standard,4031.47
678,2022-04-05,west,active,premium,4336.86
679,2023-09-29,midwest,active,enterprise,2310.89
680,2024-01-26,south,inactive,enterprise,3933.31
681,2025-06-29,south,inactive,premium,2978.87
682,2024-10-07,south,churned,enterprise,3814.39
683,2023-05-18,south,active,premium,168.36
684,2025-01-14,midwest,churned,enterprise,4392.13
685,2023-11-18,northeast,churned,premium,4252.58
686,2023-09-22,northeast,active,enterprise,4916.42
687,2024-05-09,west,active,standard,3572.68
688,2022-07-10,northeast,active,enterprise,2094.63
689,2024-02-02,west,churned,standard,2924.81
690,2024-11-01,south,churned,premium,420.41
691,2025-03-08,northeast,inactive,enterprise,4822.88
692,2023-04-30,midwest,inactive,premium,4633.91
693,2024-03-15,midwest,inactive,premium,1396.18
694,2022-06-02,south,active,enterprise,589.42
695,2022-08-05,south,inactive,premium,1604.46
696,2022-09-05,midwest,active,premium,1576.12
697,2023-06-27,northeast,active,standard,4047.6
698,2023-09-16,northeast,active,premium,784.2
699,2025-12-27,south,inactive,premium,2591.63
700,2025-10-18,midwest,inactive,standard,203.86
701,2024-04-08,west,churned,enterprise,2773.1
702,2022-07-13,west,active,standard,651.19
703,2022-05-07,south,active,standard,4127.18
704,2024-02-02,northeast,churned,enterprise,1331.16
705,2022-06-03,northeast,active,standard,4517.36
706,2024-06-27,south,active,premium,656.51
707,2024-08-02,northeast,active,enterprise,2194.12
708,2024-03-19,west,active,premium,3431.9
709,2022-12-20,midwest,active,standard,1411.16
710,2024-07-02,south,active,enterprise,3114.92
711,2023-05-19,midwest,inactive,premium,4419.75
712,2024-09-08,northeast,active,premium,1945.93
713,2024-05-08,south,churned,enterprise,1283.28
714,2025-01-18,northeast,inactive,enterprise,1827.6
715,2025-01-20,west,inactive,enterprise,2536.85
716,2024-03-06,midwest,active,standard,1628.44
717,2023-03-25,northeast,inactive,standard,4052.84
718,2024-08-24,midwest,churned,standard,4871.2
719,2022-07-25,south,churned,standard,1369.31
720,2022-04-25,south,churned,premium,1806.28
721,2022-12-22,south,active,enterprise,1624.12
722,2025-11-29,midwest,churned,standard,3532.09
723,2023-12-22,south,churned,standard,4191.65
724,2024-10-05,midwest,active,premium,237.92
725,2022-04-26,south,churned,standard,148.64
726,2024-09-05,northeast,inactive,enterprise,1047.25
727,2022-09-25,midwest,churned,standard,4597.96
728,2023-10-25,northeast,active,standard,2953.72
729,2022-10-18,northeast,churned,premium,4804.77
730,2024-02-05,west,churned,standard,1715.98
731,2023-10-23,south,active,enterprise,4746.03
732,2025-08-02,west,churned,premium,912.3
733,2025-02-24,midwest,active,enterprise,2965.3
734,2022-12-26,west,inactive,enterprise,3458.07
735,2022-09-18,south,churned,standard,4746.5
736,2025-03-19,west,churned,standard,951.3
737,2023-10-14,south,churned,enterprise,565.35
738,2024-10-13,south,inactive,enterprise,435.14
739,2023-12-12,midwest,active,enterprise,4432.34
740,2022-07-01,midwest,inactive,standard,1362.8
741,2023-05-27,northeast,inactive,premium,3945.75
742,2022-01-03,northeast,inactive,premium,3676.29
743,2022-12-07,west,inactive,premium,1788.59
744,2024-02-08,northeast,inactive,enterprise,3272.3
745,2025-11-08,south,active,premium,414.86
746,2022-03-10,midwest,active,premium,1342.58
747,2022-08-03,northeast,inactive,standard,4445.26
748,2022-11-26,northeast,churned,standard,1722.86
749,2025-06-10,west,churned,standard,2185.05
750,2025-08-31,south,churned,premium,827.66
751,2022-07-27,midwest,active,standard,2075.94
752,2025-02-08,midwest,churned,premium,1522.13
753,2022-07-16,northeast,inactive,enterprise,2770.83
754,2024-10-02,south,active,premium,68.89
755,2022-06-29,midwest,churned,enterprise,3021.07
756,2023-02-13,northeast,active,standard,895.62
757,2023-08-21,northeast,inactive,standard,1576.35
758,2024-03-25,west,inactive,enterprise,1361.77
759,2025-08-07,west,active,premium,4433.19
760,2024-01-27,south,inactive,standard,1353.32
761,2024-08-10,midwest,active,premium,2843.02
762,2022-11-06,northeast,active,enterprise,1751.77
763,2025-01-13,west,churned,standard,2790.33
764,2024-03-03,west,churned,enterprise,4341.13
765,2024-08-30,south,inactive,premium,440.83
766,2022-03-13,south,active,premium,905.75
767,2022-12-09,south,active,standard,261.25
768,2022-06-10,west,active,enterprise,782.0
769,2025-05-03,midwest,inactive,enterprise,4575.16
770,2022-05-18,northeast,inactive,enterprise,2016.91
771,2023-10-30,midwest,churned,premium,4589.95
772,2022-01-26,west,active,premium,790.73
773,2025-03-06,northeast,active,enterprise,3908.75
774,2023-08-09,midwest,inactive,premium,1946.07
775,2024-09-21,west,active,standard,1413.3
776,2022-10-22,west,active,premium,4453.39
777,2023-11-10,south,active,enterprise,2402.33
778,2023-07-05,midwest,active,premium,4096.06
779,2023-09-13,midwest,inactive,premium,4298.26
780,2025-11-03,northeast,active,standard,1537.38
781,2024-06-26,midwest,inactive,enterprise,2113.03
782,2025-08-15,northeast,active,premium,1096.38
783,2024-04-13,west,churned,premium,4114.04
784,2024-11-21,south,active,premium,3562.37
785,2024-04-06,south,churned,enterprise,193.29
786,2023-01-30,south,active,standard,213.7
787,2022-04-14,midwest,churned,standard,1406.19
788,2024-08-08,west,churned,standard,3421.81
789,2023-05-11,midwest,inactive,enterprise,2258.21
790,2024-08-29,midwest,inactive,standard,4196.39
791,2023-06-14,northeast,inactive,standard,1963.5
792,2022-11-30,south,active,enterprise,1164.3
793,2023-02-28,midwest,churned,premium,2590.74
794,2025-10-29,northeast,inactive,standard,3254.49
795,2025-05-16,northeast,active,premium,3061.3
796,2023-09-18,midwest,inactive,premium,4265.35
797,2024-07-29,midwest,active,premium,1545.62
798,2024-12-02,west,churned,standard,86.37
799,2025-09-18,midwest,churned,enterprise,2989.17
800,2023-08-02,midwest,churned,standard,2434.61
801,2023-11-20,midwest,churned,premium,4314.38
802,2023-06-19,midwest,active,standard,2610.6
803,2023-05-08,northeast,churned,premium,3319.63
804,2025-10-26,south,churned,standard,3294.23
805,2023-08-29,midwest,inactive,premium,1971.96
806,2022-03-14,south,inactive,enterprise,3581.18
807,2025-11-06,west,churned,premium,2561.21
808,2022-12-15,south,inactive,standard,2380.37
809,2023-06-14,south,churned,premium,3289.45
810,2023-04-01,midwest,active,enterprise,4363.59
811,2024-05-11,midwest,inactive,premium,2948.57
812,2024-08-07,northeast,inactive,standard,4338.65
813,2025-04-10,northeast,inactive,standard,2527.36
814,2025-10-26,west,churned,premium,2094.88
815,2022-11-05,south,active,premium,2075.5
816,2025-03-12,west,active,premium,4318.85
817,2023-01-05,northeast,inactive,premium,3173.61
818,2022-12-29,midwest,churned,standard,73.33
819,2023-07-15,south,active,enterprise,3834.19
820,2024-09-29,northeast,active,enterprise,2196.87
821,2024-05-29,west,inactive,premium,1947.42
822,2022-03-19,south,churned,premium,4752.84
823,2023-10-22,south,active,enterprise,70.41
824,2023-05-25,south,churned,premium,1594.86
825,2022-07-30,west,churned,enterprise,1565.27
826,2022-05-14,northeast,inactive,premium,2306.84
827,2024-12-01,midwest,inactive,enterprise,4977.59
828,2023-12-03,west,inactive,standard,866.17
829,2024-04-06,northeast,active,standard,3649.49
830,2022-09-26,south,churned,standard,2968.98
831,2022-12-13,northeast,inactive,enterprise,3270.17
832,2022-03-18,west,churned,premium,3867.69
833,2025-06-30,northeast,churned,standard,3326.75
834,2025-08-31,northeast,active,enterprise,623.16
835,2024-06-28,west,active,enterprise,1301.05
836,2025-12-08,south,active,enterprise,3444.41
837,2022-01-20,midwest,inactive,enterprise,549.85
838,2024-12-01,midwest,churned,enterprise,3518.6
839,2024-05-07,northeast,churned,enterprise,3107.6
840,2023-08-02,northeast,active,premium,1033.3
841,2023-02-14,midwest,churned,standard,1821.71
842,2024-04-19,midwest,active,standard,2763.29
843,2023-03-02,west,inactive,standard,63.55
844,2025-10-07,northeast,active,enterprise,3361.66
845,2022-11-02,northeast,churned,standard,3631.64
846,2022-07-27,midwest,churned,standard,2310.92
847,2023-08-30,midwest,inactive,standard,544.05
848,2022-12-24,northeast,inactive,premium,4017.9
849,2023-10-03,west,churned,standard,520.24
850,2022-04-04,northeast,active,enterprise,3253.63
851,2023-11-05,midwest,inactive,enterprise,1378.13
852,2022-07-10,midwest,inactive,standard,613.47
853,2024-03-30,west,inactive,premium,3465.02
854,2024-09-06,west,churned,standard,609.63
855,2025-11-26,northeast,active,standard,2109.34
856,2025-04-24,west,churned,enterprise,2218.91
857,2025-06-05,west,inactive,enterprise,192.64
858,2025-11-02,south,inactive,premium,609.04
859,2024-04-22,west,active,standard,1344.98
860,2023-10-06,northeast,churned,enterprise,2647.85
861,2025-03-26,south,churned,premium,2619.54
862,2025-11-10,northeast,inactive,enterprise,3646.93
863,2024-09-13,midwest,churned,enterprise,3224.95
864,2022-11-01,northeast,active,enterprise,4675.14
865,2024-11-01,west,inactive,standard,420.58
866,2024-10-03,midwest,active,premium,4852.22
867,2022-04-14,south,churned,enterprise,1924.26
868,2023-04-27,northeast,inactive,premium,4016.24
869,2024-07-06,northeast,inactive,premium,1614.5
870,2024-10-15,northeast,active,premium,2091.08
871,2025-02-15,northeast,active,enterprise,4817.7
872,2025-07-29,midwest,churned,enterprise,1073.91
873,2025-10-07,west,inactive,premium,4135.29
874,2023-04-02,west,inactive,enterprise,3848.71
875,2025-05-13,west,churned,enterprise,1848.31
876,2024-07-15,northeast,active,enterprise,1147.65
877,2023-12-01,midwest,churned,premium,2761.07
878,2024-02-05,northeast,active,standard,2487.49
879,2024-04-18,northeast,inactive,enterprise,1019.81
880,2022-09-05,west,active,premium,4131.54
881,2023-01-26,midwest,active,premium,280.18
882,2025-07-20,northeast,inactive,premium,3309.36
883,2024-10-29,south,inactive,standard,2675.3
884,2022-04-10,west,churned,premium,4625.64
885,2022-12-29,south,churned,standard,562.59
886,2025-09-08,midwest,churned,premium,2122.39
887,2025-06-01,south,inactive,premium,4819.79
888,2023-08-26,west,active,standard,2093.09
889,2025-12-04,midwest,churned,enterprise,4310.5
890,2025-12-28,south,active,standard,3139.63
891,2023-08-19,midwest,churned,standard,4907.61
892,2025-08-24,south,churned,enterprise,3486.84
893,2023-10-23,northeast,inactive,enterprise,2427.83
894,2025-03-14,west,churned,enterprise,4474.64
895,2024-12-29,midwest,inactive,standard,2637.51
896,2022-02-21,west,active,standard,3367.76
897,2023-02-14,midwest,active,premium,3432.78
898,2022-10-27,northeast,churned,premium,1059.8
899,2025-01-13,northeast,inactive,premium,557.28
900,2025-10-15,south,churned,enterprise,2828.29
901,2023-05-02,midwest,churned,enterprise,282.55
902,2024-02-21,west,inactive,enterprise,1597.64
903,2025-02-04,northeast,active,enterprise,1294.14
904,2025-06-24,west,active,enterprise,3537.91
905,2025-08-19,midwest,churned,enterprise,3705.33
906,2023-02-07,south,inactive,premium,928.26
907,2025-10-30,northeast,active,standard,3688.64
908,2022-09-02,west,active,premium,1431.61
909,2023-06-26,south,active,enterprise,4237.77
910,2022-01-12,midwest,inactive,enterprise,4690.6
911,2022-03-23,south,inactive,enterprise,301.73
912,2025-07-04,midwest,inactive,enterprise,2773.29
913,2022-05-30,midwest,churned,standard,4787.09
914,2024-12-02,northeast,churned,standard,2108.86
915,2025-01-04,west,active,premium,1144.93
916,2023-03-13,midwest,inactive,premium,1503.19
917,2025-06-20,west,churned,enterprise,93.58
918,2025-10-01,midwest,inactive,standard,4527.26
919,2025-06-10,south,active,enterprise,4434.02
920,2024-02-21,northeast,inactive,premium,2724.17
921,2023-08-03,northeast,churned,premium,2595.83
922,2024-11-07,west,inactive,standard,1517.35
923,2025-08-27,south,inactive,enterprise,457.61
924,2022-07-16,south,churned,enterprise,86.29
925,2022-05-15,south,churned,enterprise,3879.23
926,2025-11-04,west,active,standard,2711.88
927,2025-12-10,west,churned,standard,3747.11
928,2022-11-11,northeast,inactive,enterprise,1691.99
929,2022-06-29,northeast,active,standard,3981.36
930,2025-02-16,northeast,churned,standard,4559.38
931,2024-04-14,west,inactive,enterprise,2052.02
932,2023-10-10,northeast,inactive,enterprise,635.61
933,2022-01-13,northeast,churned,enterprise,275.31
934,2022-05-29,midwest,churned,standard,1484.69
935,2025-11-05,midwest,churned,standard,1443.51
936,2024-06-15,west,inactive,enterprise,202.55
937,2022-11-17,south,active,enterprise,1985.41
938,2025-01-22,midwest,churned,standard,1525.38
939,2025-08-19,midwest,active,enterprise,4380.1
940,2022-10-17,northeast,active,standard,2884.96
941,2024-03-18,northeast,inactive,standard,3754.07
942,2023-12-06,south,inactive,enterprise,4264.72
943,2022-10-19,south,active,standard,3103.58
944,2023-06-02,south,active,standard,3371.34
945,2025-03-07,northeast,churned,premium,3241.14
946,2022-05-30,midwest,churned,standard,1290.9
947,2023-02-09,west,inactive,premium,684.66
948,2025-09-04,south,active,premium,3116.6
949,2023-02-01,midwest,inactive,premium,1675.31
950,2025-09-12,midwest,churned,enterprise,804.36
951,2025-03-06,midwest,inactive,premium,884.77
952,2023-10-04,south,active,enterprise,3712.09
953,2024-06-12,midwest,inactive,standard,3413.92
954,2023-11-11,west,inactive,premium,1825.77
955,2023-09-18,west,churned,standard,920.06
956,2025-05-27,northeast,inactive,standard,4461.92
957,2023-02-07,midwest,churned,enterprise,428.49
958,2022-06-04,northeast,churned,enterprise,204.41
959,2025-04-06,west,churned,standard,4536.2
960,2025-02-03,midwest,churned,enterprise,2386.91
961,2022-11-01,midwest,inactive,standard,4462.62
962,2025-04-22,midwest,active,premium,2530.56
963,2022-07-05,west,inactive,enterprise,102.43
964,2023-05-05,south,churned,standard,2258.79
965,2023-01-02,south,churned,enterprise,2443.34
966,2024-01-05,northeast,active,premium,1197.16
967,2023-06-26,midwest,active,standard,3359.5
968,2024-11-26,midwest,inactive,premium,4593.61
969,2022-04-06,northeast,churned,premium,560.96
970,2024-12-03,midwest,churned,premium,2914.23
971,2025-03-13,south,inactive,enterprise,1923.67
972,2025-04-18,northeast,churned,premium,1912.83
973,2023-04-02,west,inactive,premium,2459.96
974,2024-09-14,northeast,churned,standard,2227.5
975,2023-04-17,northeast,churned,enterprise,1440.01
976,2022-11-04,south,active,premium,3030.0
977,2022-08-31,south,inactive,premium,3615.27
978,2024-09-13,west,inactive,standard,2974.41
979,2025-08-18,west,active,standard,263.56
980,2025-03-20,south,active,enterprise,2587.58
981,2025-03-18,south,active,standard,1328.39
982,2023-01-04,west,churned,enterprise,3206.23
983,2025-09-17,midwest,active,standard,2273.56
984,2024-08-23,west,active,standard,4160.3
985,2025-05-15,south,churned,standard,3134.9
986,2024-11-12,midwest,active,enterprise,3443.68
987,2024-07-17,northeast,active,premium,1958.04
988,2022-08-11,northeast,active,enterprise,4304.98
989,2024-10-29,west,active,enterprise,526.68
990,2024-09-01,northeast,churned,enterprise,3774.3
991,2022-07-10,west,churned,standard,4514.82
992,2025-01-09,northeast,churned,enterprise,2185.91
993,2024-05-11,midwest,active,enterprise,2672.59
994,2023-04-15,west,inactive,premium,2965.79
995,2025-11-27,northeast,inactive,standard,1309.86
996,2023-04-22,northeast,inactive,enterprise,4389.99
997,2024-04-16,midwest,active,standard,3560.29
998,2022-01-15,northeast,churned,standard,1906.4
999,2023-02-25,midwest,inactive,premium,577.59
1000,2024-05-22,midwest,inactive,enterprise,2146.63
1001,2024-01-19,midwest,churned,premium,3787.11
1002,2024-04-26,west,active,premium,2817.51
1003,2024-09-17,midwest,inactive,enterprise,1754.56
1004,2025-12-15,west,churned,standard,4282.24
1005,2025-09-12,northeast,churned,standard,2260.64
1006,2025-12-03,south,active,standard,2566.3
1007,2023-11-25,northeast,active,premium,4824.62
1008,2022-01-11,northeast,active,premium,4633.02
1009,2024-06-10,northeast,active,premium,1147.76
1010,2022-06-13,northeast,churned,premium,4656.89
1011,2024-03-31,midwest,churned,enterprise,334.44
1012,2022-12-25,west,inactive,standard,1048.45
1013,2025-09-07,midwest,active,standard,3930.6
1014,2024-11-11,south,churned,standard,3386.42
1015,2024-01-07,south,churned,standard,4879.45
1016,2022-06-27,midwest,inactive,premium,3364.83
1017,2024-04-10,south,churned,standard,3697.78
1018,2022-05-21,northeast,churned,premium,3644.39
1019,2025-02-19,midwest,inactive,premium,1170.16
1020,2023-02-03,west,inactive,enterprise,73.02
1021,2022-12-25,west,churned,standard,2815.22
1022,2024-10-27,midwest,inactive,standard,4024.56
1023,2023-06-12,midwest,churned,premium,4831.97
1024,2025-02-27,west,active,premium,4808.13
1025,2024-07-28,west,churned,standard,2435.75
1026,2023-06-13,northeast,inactive,enterprise,3953.85
1027,2023-03-28,south,inactive,premium,4779.46
1028,2024-11-23,northeast,churned,premium,1278.88
1029,2022-07-10,west,churned,enterprise,4114.32
1030,2022-06-05,south,inactive,premium,1800.01
1031,2025-03-20,midwest,active,enterprise,3431.38
1032,2023-01-25,west,churned,standard,1212.56
1033,2023-05-11,midwest,active,standard,1053.69
1034,2023-05-27,midwest,active,standard,643.4
1035,2022-06-10,west,churned,standard,3833.01
1036,2025-01-13,northeast,inactive,premium,3122.3
1037,2024-10-05,midwest,inactive,standard,4922.75
1038,2024-11-12,midwest,inactive,standard,3763.34
1039,2022-09-20,northeast,churned,premium,2417.68
1040,2025-01-12,northeast,churned,premium,1998.9
1041,2025-11-06,south,inactive,standard,3506.31
1042,2024-07-31,midwest,churned,standard,108.51
1043,2023-03-08,west,churned,standard,1660.91
1044,2025-06-08,midwest,active,enterprise,1351.1
1045,2023-07-06,west,churned,premium,1861.32
1046,2024-10-18,west,active,premium,3518.53
1047,2024-02-02,midwest,inactive,premium,2281.11
1048,2025-03-16,south,churned,enterprise,1181.41
1049,2022-07-24,midwest,active,enterprise,2189.48
1050,2024-02-20,south,active,enterprise,790.26
1051,2022-01-20,south,inactive,premium,715.63
1052,2025-07-15,midwest,inactive,premium,1292.32
1053,2025-03-08,northeast,inactive,standard,3468.19
1054,2022-05-03,south,inactive,premium,4202.91
1055,2022-07-17,west,churned,premium,1335.86
1056,2024-01-08,midwest,inactive,standard,2088.22
1057,2023-12-21,south,churned,enterprise,3266.83
1058,2025-01-07,south,inactive,premium,1659.2
1059,2024-11-11,west,churned,premium,4453.68
1060,2024-02-20,midwest,inactive,enterprise,4785.14
1061,2022-12-10,midwest,inactive,enterprise,3080.94
1062,2024-04-08,northeast,active,standard,1750.95
1063,2023-10-05,midwest,churned,premium,3566.65
1064,2025-05-24,west,inactive,premium,3915.82
1065,2024-01-14,west,inactive,standard,960.24
1066,2022-02-17,south,churned,standard,3327.01
1067,2025-12-06,northeast,active,standard,2015.38
1068,2022-07-15,northeast,inactive,enterprise,316.44
1069,2024-03-24,northeast,active,premium,3109.61
1070,2022-06-22,west,inactive,standard,1274.61
1071,2023-08-05,west,churned,standard,699.82
1072,2022-12-16,northeast,active,enterprise,1816.36
1073,2023-10-29,west,inactive,enterprise,4677.54
1074,2025-01-28,west,active,enterprise,2719.47
1075,2025-04-25,west,churned,enterprise,3197.46
1076,2025-03-01,west,churned,enterprise,3215.66
1077,2023-09-27,midwest,inactive,enterprise,1174.29
1078,2022-07-03,west,inactive,premium,2090.41
1079,2022-11-15,midwest,active,standard,2640.42
1080,2022-10-07,midwest,inactive,premium,2698.74
1081,2025-11-09,west,inactive,premium,95.21
1082,2024-05-31,midwest,churned,standard,3994.0
1083,2025-01-27,midwest,active,premium,4416.7
1084,2024-06-14,west,active,standard,3588.94
1085,2025-08-15,west,inactive,standard,1351.75
1086,2024-05-14,south,churned,enterprise,4047.5
1087,2025-11-03,midwest,inactive,enterprise,3727.49
1088,2023-07-05,west,active,standard,952.92
1089,2023-08-17,northeast,churned,premium,3107.76
1090,2023-07-12,west,active,premium,146.01
1091,2022-04-12,northeast,active,standard,1446.47
1092,2022-09-14,west,churned,standard,1202.41
1093,2022-11-05,northeast,inactive,standard,1742.47
1094,2023-10-01,west,inactive,premium,3499.83
1095,2022-03-06,midwest,active,standard,327.39
1096,2024-03-14,northeast,churned,premium,948.94
1097,2023-05-28,west,active,standard,4874.26
1098,2023-05-25,west,inactive,standard,3701.21
1099,2022-03-10,south,inactive,enterprise,3866.43
1100,2024-12-03,south,inactive,premium,3423.14
1101,2023-10-02,midwest,active,enterprise,3654.77
1102,2025-01-30,northeast,inactive,premium,3210.67
1103,2023-02-11,midwest,active,enterprise,1128.05
1104,2022-08-20,south,churned,premium,1656.34
1105,2022-12-09,midwest,churned,standard,2009.25
1106,2023-05-13,northeast,active,enterprise,3928.2
1107,2024-08-31,south,inactive,standard,1281.18
1108,2024-10-20,northeast,churned,enterprise,1725.19
1109,2025-07-04,northeast,active,premium,3240.65
1110,2025-12-07,northeast,active,premium,1201.74
1111,2025-02-17,midwest,inactive,enterprise,1005.18
1112,2025-11-12,west,inactive,enterprise,716.92
1113,2022-03-22,west,churned,premium,2817.17
1114,2025-01-16,west,active,enterprise,973.8
1115,2023-12-14,midwest,churned,premium,1412.86
1116,2025-05-11,south,active,enterprise,817.38
1117,2023-08-29,midwest,churned,premium,2297.69
1118,2025-07-30,west,churned,standard,4420.52
1119,2025-06-23,midwest,churned,standard,1637.44
1120,2022-05-10,west,active,enterprise,3431.96
1121,2025-02-03,south,churned,premium,1646.87
1122,2025-08-05,midwest,active,standard,2639.84
1123,2022-05-17,northeast,active,standard,4373.79
1124,2023-02-18,northeast,inactive,standard,538.83
1125,2025-03-15,west,churned,premium,2652.82
1126,2025-12-07,midwest,active,premium,1142.58
1127,2022-05-26,northeast,active,enterprise,2482.46
1128,2022-06-13,west,churned,standard,1836.58
1129,2024-05-01,midwest,churned,standard,4127.03
1130,2023-06-29,northeast,churned,standard,4180.56
1131,2022-06-09,south,churned,standard,551.06
1132,2023-04-19,west,active,standard,2654.65
1133,2023-05-25,south,churned,enterprise,2812.8
1134,2022-08-05,midwest,churned,premium,3527.62
1135,2024-05-24,northeast,active,standard,2772.33
1136,2024-10-30,midwest,churned,standard,2692.81
1137,2025-05-13,west,inactive,premium,2772.9
1138,2023-10-27,midwest,inactive,enterprise,2181.41
1139,2023-10-25,south,churned,enterprise,1108.94
1140,2025-01-31,midwest,inactive,premium,2265.12
1141,2024-03-24,northeast,churned,standard,4915.63
1142,2025-05-05,northeast,churned,standard,4967.39
1143,2023-09-11,northeast,inactive,standard,1113.37
1144,2023-10-07,northeast,churned,premium,4599.6
1145,2024-11-13,south,active,standard,2328.83
1146,2022-11-16,south,inactive,premium,4453.65
1147,2023-05-27,south,inactive,premium,504.93
1148,2024-03-29,south,churned,standard,3631.72
1149,2024-09-15,south,inactive,enterprise,3529.1
1150,2022-07-15,midwest,active,enterprise,4051.29
1151,2024-02-21,northeast,active,premium,1772.25
1152,2024-06-08,west,active,standard,3751.01
1153,2025-05-18,northeast,churned,enterprise,1943.31
1154,2023-09-17,northeast,inactive,enterprise,2846.32
1155,2023-11-01,south,active,standard,3384.49
1156,2024-03-15,west,churned,enterprise,2548.41
1157,2023-03-31,west,inactive,premium,782.66
1158,2023-11-20,northeast,inactive,enterprise,3739.31
1159,2025-01-27,west,inactive,standard,2022.71
1160,2024-06-08,south,active,premium,2818.52
1161,2024-09-26,west,churned,enterprise,1020.69
1162,2025-06-15,south,active,standard,1367.97
1163,2024-05-30,midwest,churned,enterprise,493.49
1164,2025-10-07,west,inactive,premium,1774.12
1165,2023-10-19,midwest,churned,enterprise,169.82
1166,2023-09-17,south,inactive,enterprise,4116.84
1167,2024-06-24,south,inactive,standard,4624.86
1168,2023-04-24,south,churned,premium,822.16
1169,2022-06-25,northeast,churned,standard,1253.09
1170,2025-06-25,south,inactive,standard,1749.19
1171,2022-08-16,midwest,inactive,premium,162.6
1172,2023-03-05,south,active,enterprise,2640.17
1173,2023-06-14,west,churned,enterprise,4961.9
1174,2025-11-24,northeast,inactive,enterprise,4534.9
1175,2024-12-14,northeast,inactive,standard,347.54
1176,2023-02-16,midwest,active,premium,3291.05
1177,2022-01-18,northeast,inactive,enterprise,1392.99
1178,2025-09-13,midwest,active,standard,1497.85
1179,2025-08-22,west,active,premium,2567.27
1180,2025-12-24,northeast,inactive,premium,4340.53
1181,2024-12-24,northeast,active,standard,2528.22
1182,2024-07-26,northeast,active,standard,4615.24
1183,2023-09-17,midwest,inactive,premium,3734.73
1184,2022-02-07,midwest,churned,premium,1809.12
1185,2023-09-12,south,churned,premium,4068.87
1186,2025-07-05,midwest,inactive,standard,4723.48
1187,2023-07-28,south,active,premium,4491.02
