order_id,customer_id,order_date,channel,region,product,quantity,unit_price,revenue,status
101291,1284,2026-05-09,store,west,enterprise,3,79.99,239.97,completed
101292,1062,2026-06-21,web,northeast,premium,3,19.99,59.97,cancelled
101293,1661,2026-03-28,web,west,premium,2,29.99,59.98,refunded
101294,1665,2026-04-06,web,midwest,basic,3,29.99,89.97,completed
101295,1155,2026-03-16,phone,south,enterprise,1,19.99,19.99,completed
101296,1468,2026-06-16,web,northeast,basic,4,19.99,79.96,completed
101297,1048,2026-02-23,web,south,premium,3,19.99,59.97,completed
101298,1083,2026-03-29,web,northeast,enterprise,4,29.99,119.96,completed
101299,1360,2026-06-06,phone,west,basic,4,79.99,319.96,refunded
101300,1688,2026-02-23,phone,northeast,basic,1,29.99,29.99,completed
101301,1147,2026-01-16,web,midwest,basic,4,49.99,199.96,cancelled
101302,1629,2026-04-09,store,south,basic,3,29.99,89.97,completed
101303,1341,2026-01-20,store,south,basic,1,49.99,49.99,completed
101304,1475,2026-02-15,web,midwest,enterprise,2,49.99,99.98,refunded
101305,1062,2026-05-07,phone,west,basic,1,29.99,29.99,completed
101306,1700,2026-02-27,phone,west,premium,3,29.99,89.97,completed
101307,1359,2026-06-30,store,midwest,enterprise,1,29.99,29.99,completed
101308,1560,2026-04-21,web,south,enterprise,3,79.99,239.97,completed
101309,1326,2026-05-09,web,northeast,premium,3,29.99,89.97,completed
101310,1768,2026-03-22,web,west,basic,1,19.99,19.99,completed
101311,1735,2026-06-06,store,northeast,basic,3,29.99,89.97,completed
101312,1140,2026-03-25,web,south,basic,2,49.99,99.98,completed
101313,1214,2026-03-11,web,northeast,premium,3,79.99,239.97,completed
101314,1434,2026-01-08,web,midwest,basic,2,79.99,159.98,completed
101315,1722,2026-01-29,web,west,basic,2,49.99,99.98,completed
101316,1317,2026-04-22,phone,west,basic,3,79.99,239.97,completed
101317,1031,2026-06-28,web,midwest,premium,4,79.99,319.96,completed
101318,1669,2026-06-10,web,midwest,basic,2,19.99,39.98,completed
101319,1284,2026-05-11,store,west,basic,2,19.99,39.98,completed
101320,1304,2026-06-12,web,west,basic,1,79.99,79.99,completed
101321,1428,2026-04-18,phone,west,premium,2,29.99,59.98,completed
101322,1476,2026-04-19,web,south,premium,2,79.99,159.98,completed
101323,1285,2026-01-20,web,south,basic,2,19.99,39.98,completed
101324,1143,2026-03-14,store,south,premium,2,79.99,159.98,completed
101325,1423,2026-06-16,phone,northeast,basic,4,29.99,119.96,cancelled
101326,1018,2026-01-04,web,south,basic,2,29.99,59.98,cancelled
101327,1017,2026-01-19,store,west,basic,3,19.99,59.97,completed
101328,1768,2026-04-12,store,south,premium,4,79.99,319.96,completed
101329,1589,2026-06-22,store,west,premium,2,19.99,39.98,cancelled
101330,1370,2026-06-20,web,midwest,basic,3,49.99,149.97,completed
101331,1174,2026-05-21,web,northeast,premium,3,19.99,59.97,completed
101332,1193,2026-05-21,phone,northeast,basic,4,19.99,79.96,completed
101333,1501,2026-03-27,phone,midwest,enterprise,4,19.99,79.96,refunded
101334,1112,2026-02-21,web,west,premium,3,79.99,239.97,completed
101335,1113,2026-04-21,phone,northeast,premium,4,49.99,199.96,completed
101336,1221,2026-06-30,web,south,premium,4,79.99,319.96,completed
101337,1677,2026-04-19,web,west,enterprise,1,29.99,29.99,cancelled
101338,1643,2026-03-27,web,northeast,enterprise,4,49.99,199.96,completed
101339,1263,2026-02-12,phone,midwest,premium,1,19.99,19.99,completed
101340,1054,2026-02-11,web,west,basic,4,19.99,79.96,completed
101341,1642,2026-03-31,store,northeast,basic,4,19.99,79.96,completed
101342,1799,2026-04-25,phone,midwest,basic,3,79.99,239.97,completed
101343,1777,2026-01-26,phone,west,premium,1,29.99,29.99,completed
101344,1457,2026-05-31,store,south,basic,4,49.99,199.96,completed
101345,1161,2026-02-12,phone,west,enterprise,2,49.99,99.98,completed
101346,1379,2026-03-18,store,south,basic,4,79.99,319.96,completed
101347,1086,2026-06-05,web,west,premium,3,29.99,89.97,completed
101348,1054,2026-05-17,web,midwest,basic,3,49.99,149.97,completed
101349,1475,2026-01-20,web,south,premium,3,79.99,239.97,completed
101350,1799,2026-02-08,web,south,basic,1,29.99,29.99,completed
101351,1177,2026-06-28,store,west,premium,1,29.99,29.99,completed
101352,1390,2026-01-12,web,northeast,basic,1,49.99,49.99,completed
101353,1348,2026-01-11,web,south,basic,2,49.99,99.98,completed
101354,1007,2026-06-03,phone,west,enterprise,1,29.99,29.99,completed
101355,1312,2026-02-11,phone,midwest,basic,3,49.99,149.97,completed
101356,1758,2026-06-04,web,west,basic,1,79.99,79.99,completed
101357,1442,2026-01-11,phone,west,basic,1,29.99,29.99,cancelled
101358,1766,2026-02-07,web,south,enterprise,4,49.99,199.96,completed
101359,1327,2026-04-08,web,northeast,basic,1,49.99,49.99,completed
101360,1053,2026-06-20,phone,midwest,premium,4,79.99,319.96,completed
101361,1760,2026-01-19,phone,south,basic,1,49.99,49.99,completed
101362,1238,2026-05-14,web,south,basic,4,49.99,199.96,completed
101363,1228,2026-06-23,store,south,enterprise,3,49.99,149.97,completed
101364,1578,2026-04-26,web,midwest,basic,1,19.99,19.99,completed
101365,1050,2026-04-23,web,northeast,premium,3,79.99,239.97,completed
101366,1608,2026-06-19,web,midwest,basic,1,79.99,79.99,completed
101367,1603,2026-03-06,phone,midwest,basic,2,19.99,39.98,completed
101368,1263,2026-04-09,phone,northeast,premium,2,79.99,159.98,completed
101369,1417,2026-03-13,web,midwest,premium,3,49.99,149.97,completed
101370,1095,2026-02-21,web,west,premium,3,49.99,149.97,completed
101371,1087,2026-04-28,phone,midwest,premium,2,49.99,99.98,completed
101372,1077,2026-06-24,web,south,basic,2,79.99,159.98,completed
101373,1287,2026-04-30,web,midwest,basic,4,79.99,319.96,completed
101374,1119,2026-01-07,phone,south,basic,1,29.99,29.99,completed
101375,1490,2026-01-11,web,midwest,premium,2,19.99,39.98,refunded
101376,1451,2026-04-13,store,south,premium,3,79.99,239.97,completed
101377,1499,2026-03-02,web,south,basic,3,29.99,89.97,completed
101378,1164,2026-03-09,phone,south,basic,2,19.99,39.98,completed
101379,1181,2026-06-02,web,northeast,basic,3,19.99,59.97,completed
101380,1468,2026-05-20,store,midwest,enterprise,1,49.99,49.99,completed
101381,1734,2026-06-03,web,midwest,premium,4,49.99,199.96,completed
101382,1006,2026-04-12,phone,west,basic,1,29.99,29.99,completed
101383,1329,2026-04-20,phone,west,basic,4,29.99,119.96,completed
101384,1774,2026-05-20,web,west,basic,4,49.99,199.96,completed
101385,1672,2026-06-20,web,midwest,premium,2,49.99,99.98,completed
101386,1150,2026-02-20,phone,northeast,premium,3,19.99,59.97,completed
101387,1084,2026-04-27,store,south,basic,4,19.99,79.96,completed
101388,1146,2026-06-14,web,midwest,enterprise,2,79.99,159.98,cancelled
101389,1623,2026-02-15,web,northeast,premium,3,49.99,149.97,completed
101390,1380,2026-02-22,store,northeast,basic,3,19.99,59.97,completed
101391,1547,2026-03-29,web,midwest,premium,4,29.99,119.96,completed
101392,1284,2026-05-01,store,south,basic,3,19.99,59.97,completed
101393,1699,2026-01-13,phone,northeast,enterprise,1,49.99,49.99,completed
101394,1081,2026-03-30,phone,midwest,basic,3,19.99,59.97,completed
101395,1513,2026-05-05,web,south,basic,1,49.99,49.99,completed
101396,1708,2026-04-28,web,west,premium,3,19.99,59.97,completed
101397,1522,2026-02-23,phone,northeast,premium,4,79.99,319.96,completed
101398,1745,2026-04-26,store,northeast,basic,4,79.99,319.96,completed
101399,1385,2026-04-28,store,midwest,enterprise,2,29.99,59.98,completed
101400,1706,2026-01-04,web,midwest,basic,1,29.99,29.99,completed
101401,1470,2026-03-16,web,south,basic,1,49.99,49.99,completed
101402,1118,2026-02-18,web,west,enterprise,4,49.99,199.96,completed
101403,1395,2026-01-07,store,west,basic,4,49.99,199.96,refunded
101404,1531,2026-04-20,web,midwest,basic,4,19.99,79.96,completed
101405,1260,2026-05-02,web,midwest,premium,1,19.99,19.99,completed
101406,1255,2026-01-11,web,south,basic,2,19.99,39.98,completed
101407,1733,2026-04-02,web,midwest,enterprise,1,29.99,29.99,completed
101408,1225,2026-06-22,store,south,basic,4,49.99,199.96,completed
101409,1052,2026-01-23,web,south,premium,2,19.99,39.98,completed
101410,1499,2026-01-28,web,west,basic,3,29.99,89.97,refunded
101411,1505,2026-04-21,web,south,basic,3,79.99,239.97,completed
101412,1363,2026-02-26,web,west,premium,4,49.99,199.96,completed
101413,1279,2026-01-26,web,west,premium,2,79.99,159.98,completed
101414,1592,2026-06-02,web,west,premium,4,29.99,119.96,completed
101415,1713,2026-02-23,phone,midwest,basic,1,49.99,49.99,completed
101416,1157,2026-01-29,web,west,premium,1,19.99,19.99,refunded
101417,1631,2026-04-07,web,south,basic,2,29.99,59.98,completed
101418,1058,2026-06-13,web,midwest,premium,4,79.99,319.96,completed
101419,1726,2026-01-14,phone,south,premium,4,79.99,319.96,completed
101420,1127,2026-03-19,phone,midwest,basic,3,79.99,239.97,refunded
101421,1735,2026-02-04,phone,south,premium,2,29.99,59.98,completed
101422,1720,2026-01-30,phone,northeast,basic,4,29.99,119.96,cancelled
101423,1114,2026-04-02,phone,northeast,premium,1,49.99,49.99,completed
101424,1208,2026-01-17,web,northeast,premium,4,49.99,199.96,completed
101425,1525,2026-06-07,store,south,basic,4,79.99,319.96,completed
101426,1520,2026-04-03,web,midwest,enterprise,1,29.99,29.99,completed
101427,1551,2026-06-22,web,west,basic,1,49.99,49.99,completed
101428,1236,2026-03-20,phone,west,enterprise,4,29.99,119.96,completed
101429,1280,2026-04-20,web,south,basic,1,19.99,19.99,completed
101430,1358,2026-06-28,store,south,enterprise,3,29.99,89.97,cancelled
101431,1200,2026-04-12,web,south,basic,3,79.99,239.97,completed
101432,1757,2026-04-16,store,south,basic,3,29.99,89.97,refunded
101433,1277,2026-02-16,store,west,enterprise,1,79.99,79.99,completed
101434,1234,2026-06-30,store,midwest,basic,1,49.99,49.99,completed
101435,1493,2026-03-05,store,west,basic,1,49.99,49.99,cancelled
101436,1003,2026-06-15,store,south,premium,2,49.99,99.98,completed
101437,1665,2026-03-05,phone,northeast,premium,1,19.99,19.99,completed
101438,1441,2026-03-28,web,west,premium,3,79.99,239.97,completed
101439,1028,2026-01-07,web,northeast,basic,3,19.99,59.97,completed
101440,1108,2026-01-22,phone,northeast,premium,3,19.99,59.97,completed
101441,1609,2026-03-22,store,south,basic,2,49.99,99.98,completed
101442,1726,2026-06-18,phone,west,enterprise,4,79.99,319.96,completed
101443,1074,2026-03-15,store,midwest,premium,3,29.99,89.97,completed
101444,1145,2026-05-18,store,west,premium,2,29.99,59.98,completed
101445,1127,2026-05-15,web,midwest,basic,4,79.99,319.96,completed
101446,1041,2026-05-05,web,midwest,enterprise,2,29.99,59.98,completed
101447,1355,2026-02-19,web,south,premium,2,49.99,99.98,completed
101448,1040,2026-02-21,web,midwest,enterprise,4,49.99,199.96,completed
101449,1033,2026-06-10,phone,west,basic,1,19.99,19.99,completed
101450,1016,2026-01-01,store,west,premium,1,49.99,49.99,completed
101451,1676,2026-06-30,phone,northeast,premium,3,29.99,89.97,completed
101452,1152,2026-06-11,web,midwest,basic,4,19.99,79.96,completed
101453,1377,2026-01-04,web,south,basic,3,79.99,239.97,completed
101454,1587,2026-05-25,web,south,basic,2,79.99,159.98,completed
101455,1598,2026-05-12,web,west,basic,1,19.99,19.99,completed
101456,1628,2026-06-20,web,midwest,basic,3,49.99,149.97,completed
101457,1341,2026-01-04,web,south,basic,3,19.99,59.97,completed
101458,1026,2026-01-01,web,midwest,premium,1,19.99,19.99,completed
101459,1286,2026-03-12,web,midwest,premium,2,49.99,99.98,cancelled
101460,1645,2026-06-27,store,northeast,basic,3,79.99,239.97,completed
101461,1730,2026-02-04,web,south,premium,3,19.99,59.97,completed
101462,1167,2026-01-08,web,northeast,enterprise,4,79.99,319.96,completed
101463,1609,2026-06-01,web,south,basic,4,29.99,119.96,completed
101464,1267,2026-02-05,web,midwest,basic,1,49.99,49.99,completed
101465,1748,2026-06-27,phone,south,premium,1,29.99,29.99,completed
101466,1454,2026-05-03,phone,west,premium,2,79.99,159.98,completed
101467,1684,2026-02-12,web,midwest,premium,2,29.99,59.98,completed
101468,1400,2026-01-27,phone,south,premium,3,29.99,89.97,completed
101469,1475,2026-02-01,web,northeast,basic,4,29.99,119.96,completed
101470,1701,2026-03-19,phone,northeast,premium,2,19.99,39.98,completed
101471,1633,2026-05-01,web,midwest,basic,3,19.99,59.97,completed
101472,1557,2026-05-26,web,northeast,basic,3,49.99,149.97,completed
101473,1575,2026-06-05,phone,midwest,basic,1,79.99,79.99,completed
101474,1129,2026-06-06,store,midwest,basic,4,79.99,319.96,completed
101475,1362,2026-01-16,phone,midwest,premium,3,49.99,149.97,completed
101476,1704,2026-04-09,web,south,premium,1,79.99,79.99,completed
101477,1692,2026-02-16,web,midwest,enterprise,3,79.99,239.97,completed
101478,1291,2026-01-31,store,northeast,basic,4,29.99,119.96,cancelled
101479,1370,2026-01-04,web,west,enterprise,3,29.99,89.97,completed
101480,1793,2026-06-14,web,south,premium,3,79.99,239.97,completed
101481,1028,2026-01-17,web,northeast,basic,2,49.99,99.98,cancelled
101482,1148,2026-02-08,web,midwest,enterprise,2,49.99,99.98,completed
101483,1778,2026-02-17,web,midwest,premium,1,79.99,79.99,completed
101484,1295,2026-06-23,web,west,basic,3,49.99,149.97,completed
101485,1010,2026-06-25,web,northeast,enterprise,1,49.99,49.99,completed
101486,1511,2026-02-08,store,south,premium,4,29.99,119.96,cancelled
101487,1675,2026-05-12,web,northeast,premium,1,49.99,49.99,completed
101488,1112,2026-01-30,web,midwest,enterprise,3,19.99,59.97,completed
101489,1186,2026-06-07,phone,south,basic,2,29.99,59.98,completed
101490,1743,2026-01-22,phone,midwest,premium,2,19.99,39.98,completed
101491,1226,2026-03-07,web,midwest,premium,1,79.99,79.99,completed
101492,1309,2026-04-18,store,northeast,basic,2,49.99,99.98,completed
101493,1097,2026-01-12,web,west,basic,3,19.99,59.97,completed
101494,1054,2026-02-05,store,midwest,premium,3,49.99,149.97,completed
101495,1622,2026-01-18,web,northeast,basic,4,19.99,79.96,completed
101496,1663,2026-03-31,web,south,premium,2,29.99,59.98,completed
101497,1757,2026-06-30,store,west,enterprise,2,79.99,159.98,completed
101498,1405,2026-01-01,phone,midwest,basic,4,19.99,79.96,completed
101499,1068,2026-05-07,web,midwest,basic,1,29.99,29.99,completed
101500,1311,2026-03-31,web,south,basic,4,79.99,319.96,completed
101501,1288,2026-03-28,web,northeast,premium,2,19.99,39.98,completed
101502,1761,2026-03-31,phone,midwest,enterprise,1,19.99,19.99,completed
101503,1547,2026-05-14,web,south,premium,3,29.99,89.97,completed
101504,1750,2026-03-11,web,midwest,basic,3,79.99,239.97,completed
101505,1147,2026-02-13,web,northeast,premium,4,79.99,319.96,completed
101506,1466,2026-06-01,phone,west,premium,3,29.99,89.97,completed
101507,1738,2026-03-27,store,northeast,basic,2,49.99,99.98,completed
101508,1243,2026-01-19,phone,northeast,premium,4,29.99,119.96,completed
101509,1490,2026-04-11,web,northeast,basic,2,79.99,159.98,completed
101510,1506,2026-05-26,store,south,premium,2,29.99,59.98,completed
101511,1364,2026-04-05,phone,midwest,basic,1,49.99,49.99,cancelled
101512,1481,2026-04-11,store,west,basic,1,29.99,29.99,completed
101513,1200,2026-01-30,web,south,enterprise,1,29.99,29.99,completed
101514,1153,2026-06-19,web,northeast,premium,3,19.99,59.97,cancelled
101515,1449,2026-02-02,phone,west,basic,1,49.99,49.99,completed
101516,1500,2026-01-12,web,northeast,enterprise,2,79.99,159.98,completed
101517,1072,2026-04-28,web,northeast,premium,4,49.99,199.96,completed
101518,1712,2026-04-04,store,northeast,basic,4,79.99,319.96,completed
101519,1295,2026-06-04,store,west,premium,2,79.99,159.98,completed
101520,1016,2026-06-16,store,midwest,enterprise,3,19.99,59.97,completed
101521,1640,2026-05-17,phone,northeast,premium,4,49.99,199.96,completed
101522,1216,2026-05-29,web,midwest,basic,2,19.99,39.98,completed
101523,1060,2026-03-17,web,west,premium,2,29.99,59.98,completed
101524,1615,2026-01-29,web,west,premium,2,49.99,99.98,completed
101525,1041,2026-06-10,web,northeast,premium,4,29.99,119.96,completed
101526,1024,2026-04-27,web,midwest,basic,4,49.99,199.96,completed
101527,1038,2026-01-15,web,midwest,premium,1,79.99,79.99,completed
101528,1130,2026-01-02,phone,northeast,basic,1,29.99,29.99,completed
101529,1497,2026-06-29,phone,south,premium,2,49.99,99.98,completed
101530,1228,2026-04-27,store,south,enterprise,2,49.99,99.98,completed
101531,1107,2026-06-21,phone,west,basic,2,29.99,59.98,completed
101532,1171,2026-01-18,phone,west,basic,2,19.99,39.98,completed
101533,1434,2026-01-03,phone,south,premium,4,49.99,199.96,completed
101534,1477,2026-05-15,store,south,premium,1,19.99,19.99,completed
101535,1101,2026-06-20,phone,south,basic,3,19.99,59.97,completed
101536,1523,2026-06-15,store,northeast,premium,2,19.99,39.98,completed
101537,1274,2026-06-14,store,northeast,enterprise,1,19.99,19.99,completed
101538,1612,2026-06-10,store,northeast,premium,2,19.99,39.98,completed
101539,1043,2026-04-18,web,northeast,premium,4,79.99,319.96,refunded
101540,1016,2026-04-05,web,northeast,basic,3,19.99,59.97,completed
101541,1329,2026-05-02,web,northeast,enterprise,1,79.99,79.99,completed
101542,1568,2026-01-11,web,west,basic,1,49.99,49.99,cancelled
101543,1496,2026-03-09,web,midwest,basic,3,79.99,239.97,completed
101544,1011,2026-05-03,web,west,basic,4,79.99,319.96,completed
101545,1317,2026-04-23,web,midwest,premium,3,19.99,59.97,completed
101546,1591,2026-04-08,web,west,enterprise,1,49.99,49.99,completed
101547,1215,2026-04-03,phone,west,basic,3,49.99,149.97,completed
101548,1338,2026-01-22,web,northeast,premium,4,49.99,199.96,completed
101549,1775,2026-06-21,phone,northeast,premium,4,29.99,119.96,completed
101550,1660,2026-05-07,phone,midwest,premium,2,79.99,159.98,cancelled
101551,1080,2026-05-14,phone,midwest,premium,3,19.99,59.97,refunded
101552,1726,2026-06-19,store,northeast,basic,3,29.99,89.97,completed
101553,1484,2026-01-25,web,west,basic,1,19.99,19.99,completed
101554,1373,2026-03-26,web,midwest,enterprise,4,29.99,119.96,completed
101555,1709,2026-02-24,web,south,basic,3,49.99,149.97,completed
101556,1199,2026-05-24,web,south,basic,1,29.99,29.99,completed
101557,1536,2026-04-05,phone,south,premium,2,49.99,99.98,completed
101558,1465,2026-05-22,web,midwest,enterprise,3,29.99,89.97,completed
101559,1088,2026-06-16,web,northeast,premium,3,19.99,59.97,cancelled
101560,1267,2026-06-05,web,northeast,basic,1,19.99,19.99,completed
101561,1654,2026-06-28,web,northeast,basic,1,29.99,29.99,completed
101562,1570,2026-04-29,phone,midwest,premium,4,79.99,319.96,completed
101563,1488,2026-06-26,phone,midwest,basic,4,79.99,319.96,completed
101564,1537,2026-01-09,web,south,basic,4,29.99,119.96,completed
101565,1046,2026-06-22,web,midwest,basic,3,79.99,239.97,completed
101566,1287,2026-05-30,web,south,premium,1,19.99,19.99,cancelled
101567,1777,2026-06-09,web,south,basic,4,79.99,319.96,completed
101568,1015,2026-02-11,store,northeast,basic,3,29.99,89.97,cancelled
101569,1710,2026-02-22,web,midwest,basic,4,79.99,319.96,completed
101570,1400,2026-03-15,phone,northeast,basic,2,29.99,59.98,completed
101571,1793,2026-02-08,store,northeast,basic,3,19.99,59.97,completed
101572,1085,2026-05-02,web,midwest,premium,4,49.99,199.96,completed
101573,1249,2026-01-15,web,midwest,premium,4,19.99,79.96,completed
101574,1390,2026-06-06,store,west,basic,2,19.99,39.98,completed
101575,1781,2026-05-03,store,south,basic,2,29.99,59.98,completed
101576,1334,2026-04-21,web,west,basic,4,19.99,79.96,completed
101577,1628,2026-05-11,phone,south,basic,4,19.99,79.96,completed
101578,1518,2026-03-24,store,south,basic,1,79.99,79.99,completed
101579,1136,2026-01-10,web,south,basic,4,29.99,119.96,completed
101580,1687,2026-04-02,store,northeast,basic,4,79.99,319.96,completed
101581,1497,2026-01-29,web,northeast,enterprise,1,29.99,29.99,completed
101582,1726,2026-02-04,web,midwest,basic,1,79.99,79.99,completed
101583,1476,2026-01-06,store,south,enterprise,4,79.99,319.96,cancelled
101584,1593,2026-05-20,store,south,basic,1,49.99,49.99,completed
101585,1222,2026-04-21,web,south,basic,3,19.99,59.97,refunded
101586,1371,2026-02-07,web,northeast,premium,2,79.99,159.98,completed
101587,1401,2026-03-18,phone,midwest,basic,3,49.99,149.97,completed
101588,1442,2026-04-03,phone,northeast,basic,2,79.99,159.98,completed
101589,1489,2026-05-27,phone,west,enterprise,2,79.99,159.98,completed
101590,1614,2026-03-08,store,west,premium,4,49.99,199.96,completed
101591,1272,2026-05-16,store,west,basic,2,49.99,99.98,refunded
101592,1525,2026-01-08,web,midwest,basic,3,49.99,149.97,completed
101593,1158,2026-05-02,web,west,enterprise,4,19.99,79.96,completed
101594,1151,2026-03-25,web,midwest,enterprise,1,19.99,19.99,completed
101595,1619,2026-06-24,phone,northeast,basic,3,79.99,239.97,completed
101596,1187,2026-05-12,phone,northeast,basic,4,19.99,79.96,refunded
101597,1097,2026-06-28,web,midwest,premium,2,49.99,99.98,completed
101598,1130,2026-03-26,web,northeast,basic,3,29.99,89.97,completed
101599,1170,2026-02-14,web,northeast,basic,2,19.99,39.98,completed
101600,1182,2026-05-16,web,midwest,premium,4,49.99,199.96,completed
101601,1363,2026-03-28,web,west,basic,4,49.99,199.96,completed
101602,1038,2026-01-16,web,midwest,premium,1,49.99,49.99,cancelled
101603,1526,2026-03-18,web,south,enterprise,1,49.99,49.99,refunded
101604,1496,2026-01-09,web,northeast,premium,3,79.99,239.97,completed
101605,1515,2026-03-01,phone,midwest,basic,1,49.99,49.99,completed
101606,1348,2026-03-19,web,northeast,basic,2,49.99,99.98,completed
101607,1396,2026-03-18,store,west,basic,2,79.99,159.98,completed
101608,1721,2026-03-12,phone,northeast,basic,1,19.99,19.99,completed
101609,1160,2026-01-15,phone,midwest,basic,1,29.99,29.99,completed
101610,1015,2026-03-12,phone,west,basic,1,79.99,79.99,completed
101611,1492,2026-04-12,web,west,basic,3,79.99,239.97,completed
101612,1425,2026-06-18,web,west,basic,3,19.99,59.97,completed
101613,1107,2026-01-22,store,south,basic,2,19.99,39.98,completed
101614,1449,2026-06-01,phone,midwest,premium,3,49.99,149.97,completed
101615,1310,2026-04-23,store,midwest,premium,3,19.99,59.97,completed
101616,1738,2026-06-21,phone,west,basic,4,29.99,119.96,completed
101617,1169,2026-01-01,web,northeast,premium,2,79.99,159.98,completed
101618,1545,2026-01-10,web,west,premium,2,29.99,59.98,completed
101619,1413,2026-04-20,phone,south,basic,1,49.99,49.99,completed
101620,1250,2026-04-23,web,west,basic,4,29.99,119.96,completed
101621,1758,2026-02-19,web,midwest,premium,1,49.99,49.99,completed
101622,1780,2026-01-12,store,west,basic,3,29.99,89.97,completed
101623,1140,2026-03-30,web,northeast,basic,2,79.99,159.98,refunded
101624,1273,2026-06-03,web,midwest,enterprise,3,29.99,89.97,completed
101625,1415,2026-04-22,store,northeast,basic,3,19.99,59.97,completed
101626,1607,2026-03-19,store,west,premium,4,29.99,119.96,completed
101627,1738,2026-06-18,web,midwest,basic,4,79.99,319.96,completed
101628,1038,2026-06-13,store,south,basic,2,49.99,99.98,completed
101629,1028,2026-05-01,store,midwest,basic,2,29.99,59.98,completed
101630,1476,2026-01-23,web,northeast,premium,4,29.99,119.96,completed
101631,1317,2026-06-20,web,midwest,basic,4,19.99,79.96,completed
101632,1244,2026-05-14,web,south,basic,4,49.99,199.96,completed
101633,1747,2026-06-20,web,south,enterprise,4,49.99,199.96,completed
101634,1696,2026-01-25,web,south,basic,2,49.99,99.98,completed
101635,1271,2026-01-18,store,south,basic,2,79.99,159.98,completed
101636,1439,2026-05-21,phone,northeast,basic,3,79.99,239.97,completed
101637,1747,2026-02-12,phone,midwest,premium,3,19.99,59.97,completed
101638,1238,2026-03-19,store,west,basic,3,29.99,89.97,cancelled
101639,1376,2026-01-28,store,south,basic,2,79.99,159.98,completed
101640,1265,2026-05-26,web,west,basic,1,49.99,49.99,completed
101641,1358,2026-02-28,web,west,basic,3,29.99,89.97,completed
101642,1339,2026-03-04,phone,midwest,premium,1,29.99,29.99,completed
101643,1388,2026-04-02,web,west,premium,1,29.99,29.99,completed
101644,1576,2026-06-28,web,west,basic,1,19.99,19.99,completed
101645,1688,2026-02-25,phone,northeast,basic,4,79.99,319.96,completed
101646,1002,2026-06-04,store,west,basic,2,79.99,159.98,completed
101647,1428,2026-06-09,web,midwest,premium,2,29.99,59.98,completed
101648,1141,2026-04-21,phone,west,basic,3,19.99,59.97,completed
101649,1375,2026-05-17,web,midwest,basic,3,19.99,59.97,completed
101650,1669,2026-03-09,phone,south,enterprise,2,79.99,159.98,completed
101651,1323,2026-02-15,web,west,basic,4,79.99,319.96,completed
101652,1145,2026-03-08,store,west,enterprise,2,19.99,39.98,completed
101653,1292,2026-06-03,web,west,basic,1,49.99,49.99,completed
101654,1664,2026-05-16,phone,south,basic,2,19.99,39.98,completed
101655,1431,2026-01-06,web,northeast,basic,4,49.99,199.96,completed
101656,1704,2026-01-24,web,west,basic,2,79.99,159.98,completed
101657,1584,2026-06-25,web,midwest,basic,2,19.99,39.98,cancelled
101658,1398,2026-04-04,web,northeast,basic,2,19.99,39.98,completed
101659,1343,2026-06-22,web,northeast,enterprise,1,19.99,19.99,cancelled
101660,1139,2026-01-13,web,northeast,basic,3,19.99,59.97,completed
101661,1186,2026-01-25,phone,west,premium,4,29.99,119.96,completed
101662,1060,2026-05-28,phone,south,premium,1,29.99,29.99,completed
101663,1379,2026-04-28,web,south,premium,2,79.99,159.98,completed
101664,1709,2026-03-23,phone,west,premium,2,79.99,159.98,refunded
101665,1439,2026-04-21,web,midwest,basic,3,19.99,59.97,completed
101666,1318,2026-03-23,web,midwest,basic,3,29.99,89.97,completed
101667,1301,2026-03-07,web,midwest,basic,3,79.99,239.97,completed
101668,1343,2026-02-14,phone,west,basic,1,49.99,49.99,completed
101669,1010,2026-04-24,web,south,basic,4,29.99,119.96,completed
101670,1061,2026-06-24,store,west,basic,3,29.99,89.97,cancelled
101671,1225,2026-03-04,web,south,enterprise,2,29.99,59.98,completed
101672,1152,2026-03-17,web,northeast,enterprise,4,19.99,79.96,completed
101673,1710,2026-04-24,web,west,basic,2,49.99,99.98,completed
101674,1563,2026-04-21,store,south,basic,2,19.99,39.98,completed
101675,1771,2026-05-27,phone,northeast,basic,4,79.99,319.96,completed
101676,1570,2026-02-04,phone,northeast,basic,1,49.99,49.99,completed
101677,1583,2026-02-22,store,west,basic,4,19.99,79.96,completed
101678,1659,2026-01-26,store,south,enterprise,3,29.99,89.97,completed
101679,1574,2026-01-14,phone,northeast,basic,4,49.99,199.96,cancelled
101680,1309,2026-04-28,web,west,basic,3,29.99,89.97,completed
101681,1242,2026-02-14,store,northeast,basic,3,79.99,239.97,completed
101682,1492,2026-06-21,web,midwest,enterprise,4,49.99,199.96,completed
101683,1365,2026-02-20,phone,west,enterprise,4,79.99,319.96,completed
101684,1329,2026-06-20,phone,northeast,premium,3,79.99,239.97,completed
101685,1106,2026-04-29,phone,west,basic,2,79.99,159.98,completed
101686,1225,2026-05-31,web,west,basic,4,49.99,199.96,completed
101687,1217,2026-01-19,phone,south,basic,1,79.99,79.99,completed
101688,1752,2026-03-23,store,south,basic,3,19.99,59.97,completed
101689,1505,2026-03-17,web,northeast,premium,2,19.99,39.98,completed
101690,1258,2026-04-02,web,west,basic,4,79.99,319.96,cancelled
101691,1773,2026-02-02,phone,west,basic,4,29.99,119.96,completed
